u,i,ts,label,idx,original_date
517,4118,1552319641.0,3,7797,2019-03-11 15:54:01
3,4118,1552319641.0,3,7798,2019-03-11 15:54:01
20,4118,1552319643.0,3,7799,2019-03-11 15:54:03
7,4118,1552319645.0,3,7800,2019-03-11 15:54:05
212,4118,1552319647.0,3,7801,2019-03-11 15:54:07
267,4118,1552319649.0,3,7802,2019-03-11 15:54:09
802,4118,1552319652.0,3,7803,2019-03-11 15:54:12
51,4118,1552319652.0,3,7804,2019-03-11 15:54:12
158,4118,1552319660.0,3,7805,2019-03-11 15:54:20
331,4118,1552319663.0,3,7806,2019-03-11 15:54:23
647,4118,1552319666.0,3,7807,2019-03-11 15:54:26
749,5432,1552319683.0,3,7808,2019-03-11 15:54:43
749,5433,1552319683.0,3,7809,2019-03-11 15:54:43
749,5434,1552319683.0,3,7810,2019-03-11 15:54:43
473,4118,1552319715.0,3,7811,2019-03-11 15:55:15
473,4118,1552319715.0,3,7812,2019-03-11 15:55:15
14,4118,1552319715.0,3,7813,2019-03-11 15:55:15
473,4118,1552319715.0,3,7814,2019-03-11 15:55:15
473,4118,1552319715.0,3,7815,2019-03-11 15:55:15
322,4118,1552319723.0,3,7816,2019-03-11 15:55:23
460,4118,1552319744.0,3,7817,2019-03-11 15:55:44
0,4839,1552319748.0,2,7818,2019-03-11 15:55:48
125,5435,1552319753.0,3,7819,2019-03-11 15:55:53
665,5436,1552319758.0,0,7820,2019-03-11 15:55:58
146,5437,1552319758.0,3,7821,2019-03-11 15:55:58
801,4118,1552319768.0,3,7822,2019-03-11 15:56:08
777,4118,1552319769.0,3,7823,2019-03-11 15:56:09
42,5438,1552319771.0,0,7824,2019-03-11 15:56:11
13,4118,1552319780.0,3,7825,2019-03-11 15:56:20
57,4118,1552319788.0,3,7826,2019-03-11 15:56:28
553,4671,1552319804.0,3,7827,2019-03-11 15:56:44
553,5439,1552319805.0,3,7828,2019-03-11 15:56:45
553,4671,1552319805.0,3,7829,2019-03-11 15:56:45
237,4118,1552319816.0,3,7830,2019-03-11 15:56:56
210,4428,1552319823.0,1,7831,2019-03-11 15:57:03
494,4118,1552319864.0,3,7832,2019-03-11 15:57:44
665,5440,1552319879.0,0,7833,2019-03-11 15:57:59
42,5441,1552319909.0,0,7834,2019-03-11 15:58:29
424,4118,1552319926.0,3,7835,2019-03-11 15:58:46
322,4118,1552319934.0,3,7836,2019-03-11 15:58:54
267,4118,1552319935.0,3,7837,2019-03-11 15:58:55
158,4118,1552319935.0,3,7838,2019-03-11 15:58:55
355,4118,1552319936.0,3,7839,2019-03-11 15:58:56
56,4125,1552319937.0,1,7840,2019-03-11 15:58:57
14,4118,1552319938.0,3,7841,2019-03-11 15:58:58
51,4118,1552319940.0,3,7842,2019-03-11 15:59:00
10,4118,1552319946.0,3,7843,2019-03-11 15:59:06
801,4118,1552319961.0,3,7844,2019-03-11 15:59:21
47,4118,1552319983.0,3,7845,2019-03-11 15:59:43
20,4118,1552319986.0,3,7846,2019-03-11 15:59:46
51,4118,1552319989.0,3,7847,2019-03-11 15:59:49
665,5442,1552320020.0,0,7848,2019-03-11 16:00:20
749,5443,1552320020.0,0,7849,2019-03-11 16:00:20
803,4118,1552320028.0,3,7850,2019-03-11 16:00:28
42,5444,1552320050.0,0,7851,2019-03-11 16:00:50
774,4118,1552320083.0,3,7852,2019-03-11 16:01:23
146,5445,1552320098.0,3,7853,2019-03-11 16:01:38
125,5435,1552320098.0,3,7854,2019-03-11 16:01:38
33,4118,1552320110.0,3,7855,2019-03-11 16:01:50
119,4118,1552320118.0,3,7856,2019-03-11 16:01:58
210,4428,1552320124.0,1,7857,2019-03-11 16:02:04
0,4839,1552320126.0,2,7858,2019-03-11 16:02:06
665,5446,1552320165.0,0,7859,2019-03-11 16:02:45
111,4118,1552320176.0,3,7860,2019-03-11 16:02:56
42,5447,1552320191.0,0,7861,2019-03-11 16:03:11
430,5448,1552320204.0,3,7862,2019-03-11 16:03:24
424,4118,1552320219.0,3,7863,2019-03-11 16:03:39
500,5449,1552320236.0,0,7864,2019-03-11 16:03:56
52,4159,1552320237.0,3,7865,2019-03-11 16:03:57
33,4118,1552320238.0,3,7866,2019-03-11 16:03:58
56,4125,1552320238.0,1,7867,2019-03-11 16:03:58
111,4118,1552320253.0,3,7868,2019-03-11 16:04:13
267,4118,1552320253.0,3,7869,2019-03-11 16:04:13
99,4118,1552320270.0,3,7870,2019-03-11 16:04:30
801,4118,1552320273.0,3,7871,2019-03-11 16:04:33
647,4118,1552320275.0,3,7872,2019-03-11 16:04:35
158,4118,1552320276.0,3,7873,2019-03-11 16:04:36
13,4118,1552320277.0,3,7874,2019-03-11 16:04:37
29,4118,1552320284.0,3,7875,2019-03-11 16:04:44
804,5450,1552320296.0,3,7876,2019-03-11 16:04:56
10,4118,1552320304.0,3,7877,2019-03-11 16:05:04
3,4118,1552320306.0,3,7878,2019-03-11 16:05:06
355,4118,1552320312.0,3,7879,2019-03-11 16:05:12
52,4244,1552320319.0,3,7880,2019-03-11 16:05:19
17,4118,1552320324.0,3,7881,2019-03-11 16:05:24
322,4118,1552320381.0,3,7882,2019-03-11 16:06:21
50,5451,1552320381.0,1,7883,2019-03-11 16:06:21
101,4118,1552320383.0,3,7884,2019-03-11 16:06:23
143,5451,1552320383.0,1,7885,2019-03-11 16:06:23
14,4118,1552320384.0,3,7886,2019-03-11 16:06:24
665,5452,1552320391.0,0,7887,2019-03-11 16:06:31
94,4118,1552320401.0,3,7888,2019-03-11 16:06:41
749,5453,1552320415.0,3,7889,2019-03-11 16:06:55
749,5454,1552320415.0,3,7890,2019-03-11 16:06:55
749,5455,1552320415.0,3,7891,2019-03-11 16:06:55
749,5456,1552320415.0,3,7892,2019-03-11 16:06:55
42,5457,1552320419.0,0,7893,2019-03-11 16:06:59
500,5458,1552320435.0,0,7894,2019-03-11 16:07:15
749,5459,1552320435.0,0,7895,2019-03-11 16:07:15
517,4118,1552320453.0,3,7896,2019-03-11 16:07:33
26,4118,1552320453.0,3,7897,2019-03-11 16:07:33
805,5460,1552320474.0,0,7898,2019-03-11 16:07:54
0,4631,1552320494.0,2,7899,2019-03-11 16:08:14
806,4118,1552320499.0,3,7900,2019-03-11 16:08:19
29,4118,1552320509.0,3,7901,2019-03-11 16:08:29
424,4118,1552320510.0,3,7902,2019-03-11 16:08:30
14,4118,1552320511.0,3,7903,2019-03-11 16:08:31
784,4118,1552320512.0,3,7904,2019-03-11 16:08:32
322,4118,1552320514.0,3,7905,2019-03-11 16:08:34
10,4118,1552320516.0,3,7906,2019-03-11 16:08:36
517,4118,1552320520.0,3,7907,2019-03-11 16:08:40
665,4536,1552320528.0,0,7908,2019-03-11 16:08:48
101,4118,1552320528.0,3,7909,2019-03-11 16:08:48
802,4118,1552320530.0,3,7910,2019-03-11 16:08:50
564,4118,1552320533.0,3,7911,2019-03-11 16:08:53
807,4118,1552320536.0,3,7912,2019-03-11 16:08:56
56,4125,1552320539.0,1,7913,2019-03-11 16:08:59
76,5461,1552320550.0,0,7914,2019-03-11 16:09:10
331,4118,1552320552.0,3,7915,2019-03-11 16:09:12
42,5462,1552320561.0,0,7916,2019-03-11 16:09:21
20,4118,1552320568.0,3,7917,2019-03-11 16:09:28
808,4118,1552320598.0,3,7918,2019-03-11 16:09:58
13,4118,1552320603.0,3,7919,2019-03-11 16:10:03
805,4538,1552320613.0,0,7920,2019-03-11 16:10:13
80,5463,1552320642.0,0,7921,2019-03-11 16:10:42
809,4118,1552320643.0,3,7922,2019-03-11 16:10:43
665,5464,1552320666.0,0,7923,2019-03-11 16:11:06
99,4118,1552320676.0,3,7924,2019-03-11 16:11:16
50,5451,1552320683.0,1,7925,2019-03-11 16:11:23
143,5451,1552320685.0,1,7926,2019-03-11 16:11:25
210,5465,1552320692.0,1,7927,2019-03-11 16:11:32
288,4118,1552320697.0,3,7928,2019-03-11 16:11:37
42,5466,1552320704.0,0,7929,2019-03-11 16:11:44
749,5467,1552320758.0,0,7930,2019-03-11 16:12:38
805,4538,1552320770.0,0,7931,2019-03-11 16:12:50
665,5468,1552320810.0,0,7932,2019-03-11 16:13:30
424,4118,1552320813.0,3,7933,2019-03-11 16:13:33
152,4118,1552320815.0,3,7934,2019-03-11 16:13:35
801,4118,1552320829.0,3,7935,2019-03-11 16:13:49
10,4118,1552320831.0,3,7936,2019-03-11 16:13:51
331,4118,1552320840.0,3,7937,2019-03-11 16:14:00
59,4118,1552320843.0,3,7938,2019-03-11 16:14:03
56,4125,1552320847.0,1,7939,2019-03-11 16:14:07
146,5469,1552320848.0,3,7940,2019-03-11 16:14:08
42,5470,1552320850.0,0,7941,2019-03-11 16:14:10
322,4118,1552320851.0,3,7942,2019-03-11 16:14:11
13,4118,1552320854.0,3,7943,2019-03-11 16:14:14
807,4118,1552320869.0,3,7944,2019-03-11 16:14:29
210,4428,1552320873.0,1,7945,2019-03-11 16:14:33
46,4125,1552320873.0,1,7946,2019-03-11 16:14:33
0,4631,1552320879.0,2,7947,2019-03-11 16:14:39
810,4118,1552320880.0,3,7948,2019-03-11 16:14:40
20,4118,1552320888.0,3,7949,2019-03-11 16:14:48
811,5471,1552320896.0,3,7950,2019-03-11 16:14:56
802,4118,1552320930.0,3,7951,2019-03-11 16:15:30
52,4128,1552320938.0,3,7952,2019-03-11 16:15:38
24,5472,1552320950.0,3,7953,2019-03-11 16:15:50
665,4118,1552320967.0,3,7954,2019-03-11 16:16:07
52,4174,1552320967.0,3,7955,2019-03-11 16:16:07
582,5473,1552320978.0,3,7956,2019-03-11 16:16:18
143,5451,1552320988.0,1,7957,2019-03-11 16:16:28
210,5465,1552320993.0,1,7958,2019-03-11 16:16:33
43,4123,1552320994.0,3,7959,2019-03-11 16:16:34
749,5474,1552320999.0,3,7960,2019-03-11 16:16:39
749,5475,1552320999.0,3,7961,2019-03-11 16:16:39
749,5476,1552320999.0,3,7962,2019-03-11 16:16:39
137,5477,1552321000.0,3,7963,2019-03-11 16:16:40
77,4145,1552321001.0,3,7964,2019-03-11 16:16:41
24,5472,1552321022.0,3,7965,2019-03-11 16:17:02
87,4118,1552321033.0,3,7966,2019-03-11 16:17:13
665,5478,1552321038.0,0,7967,2019-03-11 16:17:18
812,4118,1552321066.0,3,7968,2019-03-11 16:17:46
42,5479,1552321079.0,0,7969,2019-03-11 16:17:59
48,4118,1552321105.0,3,7970,2019-03-11 16:18:25
48,4118,1552321117.0,3,7971,2019-03-11 16:18:37
517,4118,1552321117.0,3,7972,2019-03-11 16:18:37
424,4118,1552321117.0,3,7973,2019-03-11 16:18:37
807,4118,1552321123.0,3,7974,2019-03-11 16:18:43
494,4118,1552321127.0,3,7975,2019-03-11 16:18:47
87,4118,1552321127.0,3,7976,2019-03-11 16:18:47
813,5480,1552321135.0,3,7977,2019-03-11 16:18:55
20,4118,1552321137.0,3,7978,2019-03-11 16:18:57
802,4118,1552321140.0,3,7979,2019-03-11 16:19:00
14,4118,1552321149.0,3,7980,2019-03-11 16:19:09
56,4125,1552321150.0,1,7981,2019-03-11 16:19:10
517,4118,1552321154.0,3,7982,2019-03-11 16:19:14
810,4118,1552321165.0,3,7983,2019-03-11 16:19:25
654,4118,1552321167.0,3,7984,2019-03-11 16:19:27
784,4118,1552321171.0,3,7985,2019-03-11 16:19:31
59,4118,1552321174.0,3,7986,2019-03-11 16:19:34
814,5481,1552321174.0,3,7987,2019-03-11 16:19:34
749,5482,1552321177.0,0,7988,2019-03-11 16:19:37
665,5483,1552321177.0,0,7989,2019-03-11 16:19:37
298,4374,1552321181.0,3,7990,2019-03-11 16:19:41
647,4118,1552321195.0,3,7991,2019-03-11 16:19:55
94,4118,1552321198.0,3,7992,2019-03-11 16:19:58
517,4118,1552321204.0,3,7993,2019-03-11 16:20:04
266,4118,1552321213.0,3,7994,2019-03-11 16:20:13
42,5484,1552321214.0,0,7995,2019-03-11 16:20:14
77,5485,1552321220.0,3,7996,2019-03-11 16:20:20
511,4118,1552321228.0,3,7997,2019-03-11 16:20:28
10,4118,1552321242.0,3,7998,2019-03-11 16:20:42
0,4631,1552321242.0,2,7999,2019-03-11 16:20:42
37,4118,1552321254.0,3,8000,2019-03-11 16:20:54
137,5477,1552321261.0,3,8001,2019-03-11 16:21:01
210,5465,1552321294.0,1,8002,2019-03-11 16:21:34
774,4118,1552321307.0,3,8003,2019-03-11 16:21:47
665,5486,1552321312.0,0,8004,2019-03-11 16:21:52
194,5487,1552321336.0,3,8005,2019-03-11 16:22:16
143,5488,1552321338.0,1,8006,2019-03-11 16:22:18
42,5489,1552321353.0,0,8007,2019-03-11 16:22:33
50,5488,1552321365.0,1,8008,2019-03-11 16:22:45
210,5490,1552321378.0,1,8009,2019-03-11 16:22:58
810,4118,1552321419.0,3,8010,2019-03-11 16:23:39
424,4118,1552321420.0,3,8011,2019-03-11 16:23:40
815,4118,1552321423.0,3,8012,2019-03-11 16:23:43
13,4118,1552321427.0,3,8013,2019-03-11 16:23:47
807,4118,1552321427.0,3,8014,2019-03-11 16:23:47
749,5491,1552321428.0,0,8015,2019-03-11 16:23:48
313,4118,1552321430.0,3,8016,2019-03-11 16:23:50
51,4118,1552321431.0,3,8017,2019-03-11 16:23:51
783,4118,1552321431.0,3,8018,2019-03-11 16:23:51
20,4118,1552321432.0,3,8019,2019-03-11 16:23:52
795,4118,1552321434.0,3,8020,2019-03-11 16:23:54
60,4118,1552321434.0,3,8021,2019-03-11 16:23:54
665,5492,1552321451.0,0,8022,2019-03-11 16:24:11
56,4125,1552321454.0,1,8023,2019-03-11 16:24:14
12,4118,1552321458.0,3,8024,2019-03-11 16:24:18
331,4118,1552321472.0,3,8025,2019-03-11 16:24:32
511,4118,1552321490.0,3,8026,2019-03-11 16:24:50
42,5493,1552321491.0,0,8027,2019-03-11 16:24:51
341,4118,1552321497.0,3,8028,2019-03-11 16:24:57
784,4118,1552321497.0,3,8029,2019-03-11 16:24:57
816,4118,1552321499.0,3,8030,2019-03-11 16:24:59
65,4118,1552321505.0,3,8031,2019-03-11 16:25:05
47,4118,1552321509.0,3,8032,2019-03-11 16:25:09
205,4254,1552321542.0,3,8033,2019-03-11 16:25:42
811,5471,1552321558.0,3,8034,2019-03-11 16:25:58
665,5494,1552321592.0,0,8035,2019-03-11 16:26:32
210,5465,1552321595.0,1,8036,2019-03-11 16:26:35
749,5495,1552321609.0,3,8037,2019-03-11 16:26:49
749,5496,1552321609.0,3,8038,2019-03-11 16:26:49
749,5497,1552321609.0,3,8039,2019-03-11 16:26:49
749,5498,1552321609.0,3,8040,2019-03-11 16:26:49
817,5499,1552321609.0,3,8041,2019-03-11 16:26:49
52,4160,1552321609.0,3,8042,2019-03-11 16:26:49
0,4631,1552321610.0,2,8043,2019-03-11 16:26:50
205,4254,1552321612.0,3,8044,2019-03-11 16:26:52
559,4118,1552321624.0,3,8045,2019-03-11 16:27:04
42,5500,1552321625.0,0,8046,2019-03-11 16:27:05
143,5488,1552321640.0,1,8047,2019-03-11 16:27:20
52,4146,1552321658.0,3,8048,2019-03-11 16:27:38
749,5501,1552321660.0,0,8049,2019-03-11 16:27:40
50,5488,1552321666.0,1,8050,2019-03-11 16:27:46
210,5490,1552321679.0,1,8051,2019-03-11 16:27:59
52,4160,1552321701.0,3,8052,2019-03-11 16:28:21
194,5487,1552321707.0,3,8053,2019-03-11 16:28:27
802,4118,1552321722.0,3,8054,2019-03-11 16:28:42
424,4118,1552321724.0,3,8055,2019-03-11 16:28:44
13,4118,1552321727.0,3,8056,2019-03-11 16:28:47
17,4118,1552321728.0,3,8057,2019-03-11 16:28:48
665,5502,1552321735.0,0,8058,2019-03-11 16:28:55
811,5471,1552321735.0,3,8059,2019-03-11 16:28:55
47,4118,1552321735.0,3,8060,2019-03-11 16:28:55
51,4118,1552321740.0,3,8061,2019-03-11 16:29:00
810,4118,1552321752.0,3,8062,2019-03-11 16:29:12
56,4125,1552321756.0,1,8063,2019-03-11 16:29:16
807,4118,1552321756.0,3,8064,2019-03-11 16:29:16
42,4322,1552321766.0,0,8065,2019-03-11 16:29:26
658,4118,1552321767.0,3,8066,2019-03-11 16:29:27
783,4118,1552321773.0,3,8067,2019-03-11 16:29:33
210,4428,1552321774.0,1,8068,2019-03-11 16:29:34
459,4118,1552321781.0,3,8069,2019-03-11 16:29:41
313,4118,1552321790.0,3,8070,2019-03-11 16:29:50
260,4118,1552321807.0,3,8071,2019-03-11 16:30:07
48,4118,1552321826.0,3,8072,2019-03-11 16:30:26
20,4118,1552321830.0,3,8073,2019-03-11 16:30:30
26,4118,1552321851.0,3,8074,2019-03-11 16:30:51
77,4163,1552321851.0,3,8075,2019-03-11 16:30:51
665,5503,1552321855.0,0,8076,2019-03-11 16:30:55
42,5504,1552321896.0,0,8077,2019-03-11 16:31:36
210,5465,1552321896.0,1,8078,2019-03-11 16:31:36
17,4118,1552321903.0,3,8079,2019-03-11 16:31:43
10,4118,1552321907.0,3,8080,2019-03-11 16:31:47
87,4118,1552321921.0,3,8081,2019-03-11 16:32:01
37,4118,1552321944.0,3,8082,2019-03-11 16:32:24
0,4631,1552321945.0,2,8083,2019-03-11 16:32:25
143,5488,1552321950.0,1,8084,2019-03-11 16:32:30
50,5488,1552321968.0,1,8085,2019-03-11 16:32:48
210,5490,1552321980.0,1,8086,2019-03-11 16:33:00
665,5505,1552321991.0,0,8087,2019-03-11 16:33:11
749,4490,1552322023.0,0,8088,2019-03-11 16:33:43
13,4118,1552322025.0,3,8089,2019-03-11 16:33:45
810,4118,1552322027.0,3,8090,2019-03-11 16:33:47
424,4118,1552322028.0,3,8091,2019-03-11 16:33:48
517,4118,1552322028.0,3,8092,2019-03-11 16:33:48
298,4387,1552322030.0,3,8093,2019-03-11 16:33:50
807,4118,1552322031.0,3,8094,2019-03-11 16:33:51
42,5506,1552322036.0,0,8095,2019-03-11 16:33:56
783,4118,1552322037.0,3,8096,2019-03-11 16:33:57
20,4118,1552322040.0,3,8097,2019-03-11 16:34:00
87,4118,1552322042.0,3,8098,2019-03-11 16:34:02
511,4118,1552322042.0,3,8099,2019-03-11 16:34:02
47,4118,1552322048.0,3,8100,2019-03-11 16:34:08
322,4118,1552322050.0,3,8101,2019-03-11 16:34:10
26,4118,1552322054.0,3,8102,2019-03-11 16:34:14
56,4125,1552322057.0,1,8103,2019-03-11 16:34:17
99,4118,1552322058.0,3,8104,2019-03-11 16:34:18
795,4118,1552322070.0,3,8105,2019-03-11 16:34:30
210,4428,1552322075.0,1,8106,2019-03-11 16:34:35
10,4118,1552322085.0,3,8107,2019-03-11 16:34:45
802,4118,1552322088.0,3,8108,2019-03-11 16:34:48
76,5507,1552322108.0,0,8109,2019-03-11 16:35:08
28,4118,1552322121.0,3,8110,2019-03-11 16:35:21
272,4118,1552322133.0,3,8111,2019-03-11 16:35:33
272,4118,1552322147.0,3,8112,2019-03-11 16:35:47
48,4118,1552322148.0,3,8113,2019-03-11 16:35:48
84,4118,1552322151.0,3,8114,2019-03-11 16:35:51
647,4118,1552322156.0,3,8115,2019-03-11 16:35:56
17,4118,1552322158.0,3,8116,2019-03-11 16:35:58
665,5508,1552322158.0,0,8117,2019-03-11 16:35:58
42,5509,1552322172.0,0,8118,2019-03-11 16:36:12
129,5510,1552322178.0,3,8119,2019-03-11 16:36:18
49,5511,1552322186.0,3,8120,2019-03-11 16:36:26
51,4118,1552322194.0,3,8121,2019-03-11 16:36:34
756,5512,1552322194.0,3,8122,2019-03-11 16:36:34
749,5513,1552322195.0,3,8123,2019-03-11 16:36:35
749,5514,1552322195.0,3,8124,2019-03-11 16:36:35
749,5515,1552322195.0,3,8125,2019-03-11 16:36:35
749,5516,1552322195.0,3,8126,2019-03-11 16:36:35
210,5465,1552322197.0,1,8127,2019-03-11 16:36:37
50,5451,1552322211.0,1,8128,2019-03-11 16:36:51
99,4118,1552322229.0,3,8129,2019-03-11 16:37:09
143,5488,1552322258.0,1,8130,2019-03-11 16:37:38
665,5517,1552322271.0,0,8131,2019-03-11 16:37:51
749,5518,1552322271.0,0,8132,2019-03-11 16:37:51
818,5519,1552322271.0,3,8133,2019-03-11 16:37:51
50,5488,1552322271.0,1,8134,2019-03-11 16:37:51
210,5490,1552322281.0,1,8135,2019-03-11 16:38:01
0,4631,1552322289.0,2,8136,2019-03-11 16:38:09
42,5520,1552322308.0,0,8137,2019-03-11 16:38:28
47,4118,1552322329.0,3,8138,2019-03-11 16:38:49
801,4118,1552322329.0,3,8139,2019-03-11 16:38:49
13,4118,1552322330.0,3,8140,2019-03-11 16:38:50
784,4118,1552322330.0,3,8141,2019-03-11 16:38:50
807,4118,1552322336.0,3,8142,2019-03-11 16:38:56
20,4118,1552322336.0,3,8143,2019-03-11 16:38:56
272,4118,1552322339.0,3,8144,2019-03-11 16:38:59
424,4118,1552322347.0,3,8145,2019-03-11 16:39:07
10,4118,1552322348.0,3,8146,2019-03-11 16:39:08
38,4118,1552322350.0,3,8147,2019-03-11 16:39:10
363,5521,1552322350.0,3,8148,2019-03-11 16:39:10
51,4118,1552322352.0,3,8149,2019-03-11 16:39:12
47,4118,1552322357.0,3,8150,2019-03-11 16:39:17
819,4118,1552322357.0,3,8151,2019-03-11 16:39:17
517,4118,1552322359.0,3,8152,2019-03-11 16:39:19
56,4125,1552322359.0,1,8153,2019-03-11 16:39:19
647,4118,1552322367.0,3,8154,2019-03-11 16:39:27
210,4428,1552322376.0,1,8155,2019-03-11 16:39:36
820,4118,1552322381.0,3,8156,2019-03-11 16:39:41
511,4118,1552322387.0,3,8157,2019-03-11 16:39:47
46,4125,1552322398.0,1,8158,2019-03-11 16:39:58
517,4118,1552322401.0,3,8159,2019-03-11 16:40:01
500,5522,1552322402.0,0,8160,2019-03-11 16:40:02
80,5523,1552322402.0,0,8161,2019-03-11 16:40:02
573,4118,1552322403.0,3,8162,2019-03-11 16:40:03
97,4118,1552322404.0,3,8163,2019-03-11 16:40:04
665,5524,1552322416.0,0,8164,2019-03-11 16:40:16
810,4118,1552322420.0,3,8165,2019-03-11 16:40:20
3,4118,1552322435.0,3,8166,2019-03-11 16:40:35
52,4128,1552322439.0,3,8167,2019-03-11 16:40:39
37,4118,1552322443.0,3,8168,2019-03-11 16:40:43
821,4118,1552322451.0,3,8169,2019-03-11 16:40:51
60,4118,1552322454.0,3,8170,2019-03-11 16:40:54
10,4118,1552322456.0,3,8171,2019-03-11 16:40:56
665,5524,1552322458.0,0,8172,2019-03-11 16:40:58
822,5525,1552322459.0,3,8173,2019-03-11 16:40:59
52,5526,1552322460.0,3,8174,2019-03-11 16:41:00
30,4118,1552322474.0,3,8175,2019-03-11 16:41:14
210,5465,1552322498.0,1,8176,2019-03-11 16:41:38
50,5451,1552322516.0,1,8177,2019-03-11 16:41:56
137,5527,1552322517.0,3,8178,2019-03-11 16:41:57
774,4118,1552322520.0,3,8179,2019-03-11 16:42:00
143,5451,1552322524.0,1,8180,2019-03-11 16:42:04
21,4118,1552322530.0,3,8181,2019-03-11 16:42:10
459,4118,1552322533.0,3,8182,2019-03-11 16:42:13
565,5528,1552322538.0,3,8183,2019-03-11 16:42:18
42,5529,1552322540.0,0,8184,2019-03-11 16:42:20
143,5488,1552322560.0,1,8185,2019-03-11 16:42:40
128,5488,1552322563.0,1,8186,2019-03-11 16:42:43
50,5488,1552322573.0,1,8187,2019-03-11 16:42:53
638,4118,1552322576.0,3,8188,2019-03-11 16:42:56
210,5530,1552322582.0,1,8189,2019-03-11 16:43:02
210,5490,1552322582.0,1,8190,2019-03-11 16:43:02
99,4118,1552322582.0,3,8191,2019-03-11 16:43:02
424,4118,1552322601.0,3,8192,2019-03-11 16:43:21
749,5531,1552322605.0,0,8193,2019-03-11 16:43:25
0,4631,1552322621.0,2,8194,2019-03-11 16:43:41
47,4118,1552322626.0,3,8195,2019-03-11 16:43:46
10,4118,1552322632.0,3,8196,2019-03-11 16:43:52
565,5528,1552322637.0,3,8197,2019-03-11 16:43:57
51,4118,1552322637.0,3,8198,2019-03-11 16:43:57
517,4118,1552322640.0,3,8199,2019-03-11 16:44:00
20,4118,1552322642.0,3,8200,2019-03-11 16:44:02
3,4118,1552322642.0,3,8201,2019-03-11 16:44:02
511,4118,1552322642.0,3,8202,2019-03-11 16:44:02
665,5532,1552322642.0,0,8203,2019-03-11 16:44:02
823,5533,1552322646.0,3,8204,2019-03-11 16:44:06
266,4118,1552322647.0,3,8205,2019-03-11 16:44:07
37,4118,1552322655.0,3,8206,2019-03-11 16:44:15
129,5534,1552322656.0,3,8207,2019-03-11 16:44:16
146,5535,1552322657.0,3,8208,2019-03-11 16:44:17
56,4125,1552322661.0,1,8209,2019-03-11 16:44:21
99,4118,1552322671.0,3,8210,2019-03-11 16:44:31
774,4118,1552322672.0,3,8211,2019-03-11 16:44:32
807,4118,1552322684.0,3,8212,2019-03-11 16:44:44
42,5536,1552322687.0,0,8213,2019-03-11 16:44:47
17,4118,1552322690.0,3,8214,2019-03-11 16:44:50
272,4118,1552322697.0,3,8215,2019-03-11 16:44:57
29,4118,1552322697.0,3,8216,2019-03-11 16:44:57
46,4125,1552322702.0,1,8217,2019-03-11 16:45:02
122,4118,1552322712.0,3,8218,2019-03-11 16:45:12
824,4118,1552322720.0,3,8219,2019-03-11 16:45:20
28,4118,1552322721.0,3,8220,2019-03-11 16:45:21
48,4118,1552322727.0,3,8221,2019-03-11 16:45:27
795,4118,1552322740.0,3,8222,2019-03-11 16:45:40
7,4118,1552322744.0,3,8223,2019-03-11 16:45:44
111,4118,1552322745.0,3,8224,2019-03-11 16:45:45
749,5537,1552322760.0,3,8225,2019-03-11 16:46:00
749,5538,1552322760.0,3,8226,2019-03-11 16:46:00
749,5539,1552322760.0,3,8227,2019-03-11 16:46:00
749,5540,1552322760.0,3,8228,2019-03-11 16:46:00
749,5541,1552322760.0,3,8229,2019-03-11 16:46:00
749,5542,1552322760.0,3,8230,2019-03-11 16:46:00
665,5543,1552322784.0,0,8231,2019-03-11 16:46:24
774,4118,1552322784.0,3,8232,2019-03-11 16:46:24
210,5465,1552322799.0,1,8233,2019-03-11 16:46:39
49,5544,1552322811.0,3,8234,2019-03-11 16:46:51
42,5545,1552322828.0,0,8235,2019-03-11 16:47:08
749,5546,1552322828.0,0,8236,2019-03-11 16:47:08
97,4118,1552322850.0,3,8237,2019-03-11 16:47:30
143,5488,1552322862.0,1,8238,2019-03-11 16:47:42
128,5488,1552322865.0,1,8239,2019-03-11 16:47:45
50,5488,1552322877.0,1,8240,2019-03-11 16:47:57
50,5547,1552322882.0,1,8241,2019-03-11 16:48:02
210,5490,1552322883.0,1,8242,2019-03-11 16:48:03
424,4118,1552322911.0,3,8243,2019-03-11 16:48:31
665,5548,1552322921.0,0,8244,2019-03-11 16:48:41
783,4118,1552322927.0,3,8245,2019-03-11 16:48:47
210,5530,1552322929.0,1,8246,2019-03-11 16:48:49
517,4118,1552322933.0,3,8247,2019-03-11 16:48:53
122,4118,1552322933.0,3,8248,2019-03-11 16:48:53
459,4118,1552322935.0,3,8249,2019-03-11 16:48:55
807,4118,1552322942.0,3,8250,2019-03-11 16:49:02
97,4118,1552322943.0,3,8251,2019-03-11 16:49:03
10,4118,1552322948.0,3,8252,2019-03-11 16:49:08
511,4118,1552322953.0,3,8253,2019-03-11 16:49:13
0,4631,1552322954.0,2,8254,2019-03-11 16:49:14
339,4118,1552322957.0,3,8255,2019-03-11 16:49:17
20,4118,1552322960.0,3,8256,2019-03-11 16:49:20
13,4118,1552322961.0,3,8257,2019-03-11 16:49:21
42,5549,1552322966.0,0,8258,2019-03-11 16:49:26
111,4118,1552322968.0,3,8259,2019-03-11 16:49:28
56,4125,1552322968.0,1,8260,2019-03-11 16:49:28
485,4118,1552322979.0,3,8261,2019-03-11 16:49:39
266,4118,1552322994.0,3,8262,2019-03-11 16:49:54
