u,i,ts,label,idx,original_date
3,4118,1552623532.0,3,42854,2019-03-15 04:18:52
2223,4118,1552623535.0,3,42855,2019-03-15 04:18:55
1270,4118,1552623535.0,3,42856,2019-03-15 04:18:55
67,4143,1552623536.0,3,42857,2019-03-15 04:18:56
184,4118,1552623541.0,3,42858,2019-03-15 04:19:01
2150,4118,1552623548.0,3,42859,2019-03-15 04:19:08
125,14707,1552623597.0,3,42860,2019-03-15 04:19:57
210,14544,1552623600.0,1,42861,2019-03-15 04:20:00
322,4118,1552623608.0,3,42862,2019-03-15 04:20:08
2580,14710,1552623613.0,3,42863,2019-03-15 04:20:13
268,4118,1552623638.0,3,42864,2019-03-15 04:20:38
61,4118,1552623639.0,3,42865,2019-03-15 04:20:39
1349,14717,1552623650.0,0,42866,2019-03-15 04:20:50
2489,4118,1552623656.0,3,42867,2019-03-15 04:20:56
1972,14718,1552623662.0,0,42868,2019-03-15 04:21:02
1335,14719,1552623662.0,0,42869,2019-03-15 04:21:02
2489,4118,1552623687.0,3,42870,2019-03-15 04:21:27
1003,4118,1552623690.0,3,42871,2019-03-15 04:21:30
1971,6671,1552623696.0,0,42872,2019-03-15 04:21:36
1983,14720,1552623709.0,0,42873,2019-03-15 04:21:49
1981,12305,1552623731.0,0,42874,2019-03-15 04:22:11
993,4118,1552623740.0,3,42875,2019-03-15 04:22:20
1337,14721,1552623742.0,0,42876,2019-03-15 04:22:22
1342,14722,1552623765.0,0,42877,2019-03-15 04:22:45
42,11256,1552623777.0,0,42878,2019-03-15 04:22:57
2581,9597,1552623790.0,0,42879,2019-03-15 04:23:10
1349,14723,1552623790.0,0,42880,2019-03-15 04:23:10
1335,4475,1552623805.0,0,42881,2019-03-15 04:23:25
1972,7577,1552623805.0,0,42882,2019-03-15 04:23:25
2150,4118,1552623826.0,3,42883,2019-03-15 04:23:46
18,4118,1552623827.0,3,42884,2019-03-15 04:23:47
2489,4118,1552623829.0,3,42885,2019-03-15 04:23:49
2582,4118,1552623830.0,3,42886,2019-03-15 04:23:50
210,14541,1552623831.0,1,42887,2019-03-15 04:23:51
1971,14724,1552623831.0,0,42888,2019-03-15 04:23:51
3,4118,1552623832.0,3,42889,2019-03-15 04:23:52
268,4118,1552623853.0,3,42890,2019-03-15 04:24:13
3,4118,1552623853.0,3,42891,2019-03-15 04:24:13
1983,14725,1552623855.0,0,42892,2019-03-15 04:24:15
1981,14726,1552623871.0,0,42893,2019-03-15 04:24:31
971,4118,1552623876.0,3,42894,2019-03-15 04:24:36
1337,7299,1552623886.0,0,42895,2019-03-15 04:24:46
2170,4118,1552623892.0,3,42896,2019-03-15 04:24:52
210,14544,1552623901.0,1,42897,2019-03-15 04:25:01
1342,5640,1552623915.0,0,42898,2019-03-15 04:25:15
2317,4118,1552623918.0,3,42899,2019-03-15 04:25:18
45,14727,1552623927.0,3,42900,2019-03-15 04:25:27
994,4118,1552623929.0,3,42901,2019-03-15 04:25:29
2583,4118,1552623930.0,3,42902,2019-03-15 04:25:30
1349,14728,1552623939.0,0,42903,2019-03-15 04:25:39
42,6822,1552623939.0,0,42904,2019-03-15 04:25:39
1335,14729,1552623951.0,0,42905,2019-03-15 04:25:51
1972,14730,1552623951.0,0,42906,2019-03-15 04:25:51
553,13116,1552623999.0,3,42907,2019-03-15 04:26:39
553,14138,1552623999.0,3,42908,2019-03-15 04:26:39
1971,14731,1552624011.0,0,42909,2019-03-15 04:26:51
67,4143,1552624014.0,3,42910,2019-03-15 04:26:54
1983,14732,1552624046.0,0,42911,2019-03-15 04:27:26
1981,7795,1552624060.0,0,42912,2019-03-15 04:27:40
2584,4118,1552624071.0,3,42913,2019-03-15 04:27:51
1337,14733,1552624086.0,0,42914,2019-03-15 04:28:06
2465,4118,1552624088.0,3,42915,2019-03-15 04:28:08
1342,14734,1552624113.0,0,42916,2019-03-15 04:28:33
2558,6036,1552624117.0,3,42917,2019-03-15 04:28:37
1349,14735,1552624126.0,0,42918,2019-03-15 04:28:46
1972,14736,1552624126.0,0,42919,2019-03-15 04:28:46
2465,4118,1552624127.0,3,42920,2019-03-15 04:28:47
210,14541,1552624132.0,1,42921,2019-03-15 04:28:52
67,4143,1552624136.0,3,42922,2019-03-15 04:28:56
1010,4118,1552624139.0,3,42923,2019-03-15 04:28:59
1335,4880,1552624142.0,0,42924,2019-03-15 04:29:02
964,4118,1552624146.0,3,42925,2019-03-15 04:29:06
2584,4118,1552624148.0,3,42926,2019-03-15 04:29:08
18,4118,1552624154.0,3,42927,2019-03-15 04:29:14
268,4118,1552624162.0,3,42928,2019-03-15 04:29:22
12,4118,1552624165.0,3,42929,2019-03-15 04:29:25
1971,14737,1552624167.0,0,42930,2019-03-15 04:29:27
52,6794,1552624194.0,3,42931,2019-03-15 04:29:54
84,4118,1552624199.0,3,42932,2019-03-15 04:29:59
210,14544,1552624202.0,1,42933,2019-03-15 04:30:02
1983,14738,1552624207.0,0,42934,2019-03-15 04:30:07
165,4118,1552624209.0,3,42935,2019-03-15 04:30:09
282,4118,1552624215.0,3,42936,2019-03-15 04:30:15
1981,7241,1552624219.0,0,42937,2019-03-15 04:30:19
2585,14739,1552624223.0,3,42938,2019-03-15 04:30:23
2170,4118,1552624230.0,3,42939,2019-03-15 04:30:30
73,4118,1552624231.0,3,42940,2019-03-15 04:30:31
1010,4118,1552624243.0,3,42941,2019-03-15 04:30:43
165,4118,1552624270.0,3,42942,2019-03-15 04:31:10
1983,14738,1552624273.0,0,42943,2019-03-15 04:31:13
2185,4118,1552624275.0,3,42944,2019-03-15 04:31:15
237,4118,1552624307.0,3,42945,2019-03-15 04:31:47
2461,4118,1552624334.0,3,42946,2019-03-15 04:32:14
1981,14740,1552624335.0,0,42947,2019-03-15 04:32:15
2586,4118,1552624367.0,3,42948,2019-03-15 04:32:47
1337,14741,1552624369.0,0,42949,2019-03-15 04:32:49
42,14742,1552624395.0,0,42950,2019-03-15 04:33:15
1349,11414,1552624395.0,0,42951,2019-03-15 04:33:15
994,4118,1552624397.0,3,42952,2019-03-15 04:33:17
1972,14743,1552624406.0,0,42953,2019-03-15 04:33:26
1342,14744,1552624406.0,0,42954,2019-03-15 04:33:26
1335,13020,1552624417.0,0,42955,2019-03-15 04:33:37
61,4118,1552624427.0,3,42956,2019-03-15 04:33:47
1971,14745,1552624429.0,0,42957,2019-03-15 04:33:49
210,14541,1552624433.0,1,42958,2019-03-15 04:33:53
2587,4118,1552624435.0,3,42959,2019-03-15 04:33:55
268,4118,1552624440.0,3,42960,2019-03-15 04:34:00
2170,4118,1552624446.0,3,42961,2019-03-15 04:34:06
1017,4118,1552624447.0,3,42962,2019-03-15 04:34:07
1880,4118,1552624448.0,3,42963,2019-03-15 04:34:08
2489,4118,1552624454.0,3,42964,2019-03-15 04:34:14
2482,4118,1552624457.0,3,42965,2019-03-15 04:34:17
73,4118,1552624460.0,3,42966,2019-03-15 04:34:20
84,4118,1552624460.0,3,42967,2019-03-15 04:34:20
964,4118,1552624462.0,3,42968,2019-03-15 04:34:22
2588,4118,1552624466.0,3,42969,2019-03-15 04:34:26
2588,4118,1552624466.0,3,42970,2019-03-15 04:34:26
1981,14746,1552624472.0,0,42971,2019-03-15 04:34:32
1983,14747,1552624472.0,0,42972,2019-03-15 04:34:32
210,14544,1552624503.0,1,42973,2019-03-15 04:35:03
1017,4118,1552624504.0,3,42974,2019-03-15 04:35:04
2465,4118,1552624506.0,3,42975,2019-03-15 04:35:06
1337,14748,1552624509.0,0,42976,2019-03-15 04:35:09
1010,4118,1552624517.0,3,42977,2019-03-15 04:35:17
661,14749,1552624519.0,3,42978,2019-03-15 04:35:19
18,4118,1552624530.0,3,42979,2019-03-15 04:35:30
553,14750,1552624530.0,3,42980,2019-03-15 04:35:30
1349,14751,1552624532.0,0,42981,2019-03-15 04:35:32
42,10848,1552624532.0,0,42982,2019-03-15 04:35:32
1972,10614,1552624549.0,0,42983,2019-03-15 04:35:49
1342,14752,1552624549.0,0,42984,2019-03-15 04:35:49
553,14750,1552624572.0,3,42985,2019-03-15 04:36:12
45,14753,1552624573.0,3,42986,2019-03-15 04:36:13
1335,14754,1552624584.0,0,42987,2019-03-15 04:36:24
1971,14755,1552624596.0,0,42988,2019-03-15 04:36:36
165,4118,1552624600.0,3,42989,2019-03-15 04:36:40
67,4143,1552624614.0,3,42990,2019-03-15 04:36:54
1981,14756,1552624644.0,0,42991,2019-03-15 04:37:24
1983,14741,1552624644.0,0,42992,2019-03-15 04:37:24
2589,4118,1552624650.0,3,42993,2019-03-15 04:37:30
994,4118,1552624662.0,3,42994,2019-03-15 04:37:42
1337,11303,1552624683.0,0,42995,2019-03-15 04:38:03
2590,7934,1552624702.0,3,42996,2019-03-15 04:38:22
2591,4118,1552624707.0,3,42997,2019-03-15 04:38:27
1349,12004,1552624709.0,0,42998,2019-03-15 04:38:29
67,4143,1552624711.0,3,42999,2019-03-15 04:38:31
1972,14757,1552624726.0,0,43000,2019-03-15 04:38:46
1342,10240,1552624726.0,0,43001,2019-03-15 04:38:46
210,14541,1552624734.0,1,43002,2019-03-15 04:38:54
268,4118,1552624736.0,3,43003,2019-03-15 04:38:56
1335,7606,1552624740.0,0,43004,2019-03-15 04:39:00
315,4118,1552624741.0,3,43005,2019-03-15 04:39:01
18,4118,1552624744.0,3,43006,2019-03-15 04:39:04
2592,4118,1552624745.0,3,43007,2019-03-15 04:39:05
1270,4118,1552624745.0,3,43008,2019-03-15 04:39:05
1971,14758,1552624757.0,0,43009,2019-03-15 04:39:17
964,4118,1552624769.0,3,43010,2019-03-15 04:39:29
322,4118,1552624771.0,3,43011,2019-03-15 04:39:31
42,14759,1552624771.0,0,43012,2019-03-15 04:39:31
1126,4118,1552624781.0,3,43013,2019-03-15 04:39:41
199,4118,1552624792.0,3,43014,2019-03-15 04:39:52
1981,14760,1552624796.0,0,43015,2019-03-15 04:39:56
1983,12793,1552624796.0,0,43016,2019-03-15 04:39:56
210,14544,1552624804.0,1,43017,2019-03-15 04:40:04
61,4118,1552624815.0,3,43018,2019-03-15 04:40:15
2489,4118,1552624844.0,3,43019,2019-03-15 04:40:44
1337,14761,1552624847.0,0,43020,2019-03-15 04:40:47
1382,4118,1552624850.0,3,43021,2019-03-15 04:40:50
1349,14762,1552624863.0,0,43022,2019-03-15 04:41:03
1972,14763,1552624886.0,0,43023,2019-03-15 04:41:26
1335,8703,1552624910.0,0,43024,2019-03-15 04:41:50
1342,7350,1552624910.0,0,43025,2019-03-15 04:41:50
137,14764,1552624918.0,3,43026,2019-03-15 04:41:58
24,14765,1552624925.0,3,43027,2019-03-15 04:42:05
2489,4118,1552624986.0,3,43028,2019-03-15 04:43:06
1971,14766,1552625002.0,0,43029,2019-03-15 04:43:22
994,4118,1552625016.0,3,43030,2019-03-15 04:43:36
45,14753,1552625033.0,3,43031,2019-03-15 04:43:53
210,14541,1552625035.0,1,43032,2019-03-15 04:43:55
2489,4118,1552625036.0,3,43033,2019-03-15 04:43:56
1983,14767,1552625038.0,0,43034,2019-03-15 04:43:58
1981,14768,1552625038.0,0,43035,2019-03-15 04:43:58
111,4118,1552625044.0,3,43036,2019-03-15 04:44:04
2591,4118,1552625044.0,3,43037,2019-03-15 04:44:04
2170,4118,1552625058.0,3,43038,2019-03-15 04:44:18
18,4118,1552625061.0,3,43039,2019-03-15 04:44:21
42,14769,1552625084.0,0,43040,2019-03-15 04:44:44
1337,8013,1552625084.0,0,43041,2019-03-15 04:44:44
1349,14770,1552625097.0,0,43042,2019-03-15 04:44:57
101,4118,1552625098.0,3,43043,2019-03-15 04:44:58
52,4244,1552625099.0,3,43044,2019-03-15 04:44:59
268,4118,1552625103.0,3,43045,2019-03-15 04:45:03
210,14544,1552625105.0,1,43046,2019-03-15 04:45:05
2465,4118,1552625106.0,3,43047,2019-03-15 04:45:06
155,4118,1552625107.0,3,43048,2019-03-15 04:45:07
1972,12226,1552625110.0,0,43049,2019-03-15 04:45:10
1342,14771,1552625124.0,0,43050,2019-03-15 04:45:24
1335,6469,1552625124.0,0,43051,2019-03-15 04:45:24
2590,7934,1552625125.0,3,43052,2019-03-15 04:45:25
2590,7934,1552625127.0,3,43053,2019-03-15 04:45:27
2317,4118,1552625140.0,3,43054,2019-03-15 04:45:40
39,14772,1552625143.0,3,43055,2019-03-15 04:45:43
282,4118,1552625143.0,3,43056,2019-03-15 04:45:43
1971,14773,1552625149.0,0,43057,2019-03-15 04:45:49
2354,14774,1552625173.0,3,43058,2019-03-15 04:46:13
553,14138,1552625182.0,3,43059,2019-03-15 04:46:22
125,5753,1552625194.0,3,43060,2019-03-15 04:46:34
1981,14775,1552625196.0,0,43061,2019-03-15 04:46:36
1983,13966,1552625196.0,0,43062,2019-03-15 04:46:36
328,4118,1552625209.0,3,43063,2019-03-15 04:46:49
67,4143,1552625210.0,3,43064,2019-03-15 04:46:50
553,14776,1552625230.0,3,43065,2019-03-15 04:47:10
2593,4118,1552625239.0,3,43066,2019-03-15 04:47:19
2489,4118,1552625247.0,3,43067,2019-03-15 04:47:27
1337,14777,1552625256.0,0,43068,2019-03-15 04:47:36
2463,4118,1552625258.0,3,43069,2019-03-15 04:47:38
2594,4118,1552625259.0,3,43070,2019-03-15 04:47:39
1349,14778,1552625272.0,0,43071,2019-03-15 04:47:52
1972,14779,1552625288.0,0,43072,2019-03-15 04:48:08
42,7596,1552625288.0,0,43073,2019-03-15 04:48:08
61,4118,1552625294.0,3,43074,2019-03-15 04:48:14
993,4118,1552625295.0,3,43075,2019-03-15 04:48:15
1335,14780,1552625302.0,0,43076,2019-03-15 04:48:22
1342,13991,1552625302.0,0,43077,2019-03-15 04:48:22
67,4143,1552625312.0,3,43078,2019-03-15 04:48:32
1126,4118,1552625321.0,3,43079,2019-03-15 04:48:41
2463,4118,1552625322.0,3,43080,2019-03-15 04:48:42
2591,4118,1552625326.0,3,43081,2019-03-15 04:48:46
210,14541,1552625336.0,1,43082,2019-03-15 04:48:56
1971,14781,1552625338.0,0,43083,2019-03-15 04:48:58
2489,4118,1552625341.0,3,43084,2019-03-15 04:49:01
1126,4118,1552625342.0,3,43085,2019-03-15 04:49:02
18,4118,1552625349.0,3,43086,2019-03-15 04:49:09
268,4118,1552625361.0,3,43087,2019-03-15 04:49:21
1981,14782,1552625374.0,0,43088,2019-03-15 04:49:34
1983,5462,1552625374.0,0,43089,2019-03-15 04:49:34
1010,4118,1552625379.0,3,43090,2019-03-15 04:49:39
2170,4118,1552625390.0,3,43091,2019-03-15 04:49:50
210,14544,1552625406.0,1,43092,2019-03-15 04:50:06
2489,4118,1552625407.0,3,43093,2019-03-15 04:50:07
101,4118,1552625416.0,3,43094,2019-03-15 04:50:16
111,4118,1552625429.0,3,43095,2019-03-15 04:50:29
1349,6862,1552625435.0,0,43096,2019-03-15 04:50:35
1337,10871,1552625435.0,0,43097,2019-03-15 04:50:35
165,4118,1552625440.0,3,43098,2019-03-15 04:50:40
1003,4118,1552625446.0,3,43099,2019-03-15 04:50:46
164,4118,1552625447.0,3,43100,2019-03-15 04:50:47
1972,8599,1552625460.0,0,43101,2019-03-15 04:51:00
1342,8124,1552625475.0,0,43102,2019-03-15 04:51:15
1335,14783,1552625489.0,0,43103,2019-03-15 04:51:29
1971,14784,1552625503.0,0,43104,2019-03-15 04:51:43
2219,4118,1552625514.0,3,43105,2019-03-15 04:51:54
57,4118,1552625523.0,3,43106,2019-03-15 04:52:03
1983,8802,1552625534.0,0,43107,2019-03-15 04:52:14
1981,11235,1552625545.0,0,43108,2019-03-15 04:52:25
52,6794,1552625579.0,3,43109,2019-03-15 04:52:59
2591,4118,1552625587.0,3,43110,2019-03-15 04:53:07
559,4118,1552625593.0,3,43111,2019-03-15 04:53:13
268,4118,1552625613.0,3,43112,2019-03-15 04:53:33
559,4118,1552625615.0,3,43113,2019-03-15 04:53:35
1270,4118,1552625618.0,3,43114,2019-03-15 04:53:38
2223,4118,1552625623.0,3,43115,2019-03-15 04:53:43
994,4118,1552625637.0,3,43116,2019-03-15 04:53:57
1983,10699,1552625647.0,0,43117,2019-03-15 04:54:07
2424,4118,1552625651.0,3,43118,2019-03-15 04:54:11
1981,14785,1552625660.0,0,43119,2019-03-15 04:54:20
42,14786,1552625672.0,0,43120,2019-03-15 04:54:32
2446,4118,1552625673.0,3,43121,2019-03-15 04:54:33
18,4118,1552625674.0,3,43122,2019-03-15 04:54:34
2228,4118,1552625675.0,3,43123,2019-03-15 04:54:35
994,4118,1552625677.0,3,43124,2019-03-15 04:54:37
2558,6036,1552625677.0,3,43125,2019-03-15 04:54:37
1337,14787,1552625708.0,0,43126,2019-03-15 04:55:08
1349,14788,1552625708.0,0,43127,2019-03-15 04:55:08
1003,4118,1552625716.0,3,43128,2019-03-15 04:55:16
2465,4118,1552625721.0,3,43129,2019-03-15 04:55:21
1972,14789,1552625732.0,0,43130,2019-03-15 04:55:32
2485,4118,1552625739.0,3,43131,2019-03-15 04:55:39
1342,14790,1552625745.0,0,43132,2019-03-15 04:55:45
125,14791,1552625750.0,3,43133,2019-03-15 04:55:50
1335,14792,1552625757.0,0,43134,2019-03-15 04:55:57
472,4118,1552625757.0,3,43135,2019-03-15 04:55:57
553,14793,1552625758.0,3,43136,2019-03-15 04:55:58
1971,10910,1552625784.0,0,43137,2019-03-15 04:56:24
1983,14794,1552625797.0,0,43138,2019-03-15 04:56:37
42,10011,1552625813.0,0,43139,2019-03-15 04:56:53
1981,14795,1552625813.0,0,43140,2019-03-15 04:56:53
67,4143,1552625814.0,3,43141,2019-03-15 04:56:54
2219,4118,1552625827.0,3,43142,2019-03-15 04:57:07
2170,4118,1552625851.0,3,43143,2019-03-15 04:57:31
125,14791,1552625860.0,3,43144,2019-03-15 04:57:40
1337,11601,1552625861.0,0,43145,2019-03-15 04:57:41
1349,14796,1552625861.0,0,43146,2019-03-15 04:57:41
553,14797,1552625862.0,3,43147,2019-03-15 04:57:42
1972,11035,1552625890.0,0,43148,2019-03-15 04:58:10
994,4118,1552625892.0,3,43149,2019-03-15 04:58:12
2557,4118,1552625901.0,3,43150,2019-03-15 04:58:21
1342,13922,1552625902.0,0,43151,2019-03-15 04:58:22
2557,4118,1552625910.0,3,43152,2019-03-15 04:58:30
2228,4118,1552625915.0,3,43153,2019-03-15 04:58:35
2489,4118,1552625916.0,3,43154,2019-03-15 04:58:36
994,4118,1552625916.0,3,43155,2019-03-15 04:58:36
282,4118,1552625916.0,3,43156,2019-03-15 04:58:36
1971,14798,1552625925.0,0,43157,2019-03-15 04:58:45
1335,8263,1552625925.0,0,43158,2019-03-15 04:58:45
18,4118,1552625944.0,3,43159,2019-03-15 04:59:04
67,4143,1552625944.0,3,43160,2019-03-15 04:59:04
1983,14799,1552625963.0,0,43161,2019-03-15 04:59:23
268,4118,1552625971.0,3,43162,2019-03-15 04:59:31
2591,4118,1552625972.0,3,43163,2019-03-15 04:59:32
1270,4118,1552625980.0,3,43164,2019-03-15 04:59:40
1003,4118,1552625985.0,3,43165,2019-03-15 04:59:45
1981,11200,1552625989.0,0,43166,2019-03-15 04:59:49
2595,4118,1552625999.0,3,43167,2019-03-15 04:59:59
486,4118,1552626007.0,3,43168,2019-03-15 05:00:07
2596,4118,1552626034.0,3,43169,2019-03-15 05:00:34
1349,8098,1552626036.0,0,43170,2019-03-15 05:00:36
1337,14800,1552626036.0,0,43171,2019-03-15 05:00:36
2582,4118,1552626047.0,3,43172,2019-03-15 05:00:47
1972,8204,1552626054.0,0,43173,2019-03-15 05:00:54
42,10455,1552626054.0,0,43174,2019-03-15 05:00:54
2489,4118,1552626056.0,3,43175,2019-03-15 05:00:56
2465,4118,1552626066.0,3,43176,2019-03-15 05:01:06
1342,14801,1552626083.0,0,43177,2019-03-15 05:01:23
692,4118,1552626087.0,3,43178,2019-03-15 05:01:27
1971,9241,1552626094.0,0,43179,2019-03-15 05:01:34
2446,4118,1552626095.0,3,43180,2019-03-15 05:01:35
1335,6523,1552626109.0,0,43181,2019-03-15 05:01:49
2597,4118,1552626125.0,3,43182,2019-03-15 05:02:05
1983,8534,1552626125.0,0,43183,2019-03-15 05:02:05
61,4118,1552626132.0,3,43184,2019-03-15 05:02:12
443,4118,1552626133.0,3,43185,2019-03-15 05:02:13
1981,14802,1552626164.0,0,43186,2019-03-15 05:02:44
76,14803,1552626179.0,0,43187,2019-03-15 05:02:59
18,4118,1552626218.0,3,43188,2019-03-15 05:03:38
2228,4118,1552626221.0,3,43189,2019-03-15 05:03:41
994,4118,1552626222.0,3,43190,2019-03-15 05:03:42
1270,4118,1552626226.0,3,43191,2019-03-15 05:03:46
268,4118,1552626230.0,3,43192,2019-03-15 05:03:50
553,14804,1552626236.0,3,43193,2019-03-15 05:03:56
184,4118,1552626242.0,3,43194,2019-03-15 05:04:02
1010,4118,1552626254.0,3,43195,2019-03-15 05:04:14
461,6243,1552626267.0,3,43196,2019-03-15 05:04:27
93,4118,1552626269.0,3,43197,2019-03-15 05:04:29
2591,4118,1552626274.0,3,43198,2019-03-15 05:04:34
2223,4118,1552626289.0,3,43199,2019-03-15 05:04:49
1972,9356,1552626296.0,0,43200,2019-03-15 05:04:56
1337,14805,1552626296.0,0,43201,2019-03-15 05:04:56
1349,8597,1552626296.0,0,43202,2019-03-15 05:04:56
52,4244,1552626298.0,3,43203,2019-03-15 05:04:58
2465,4118,1552626302.0,3,43204,2019-03-15 05:05:02
2598,4118,1552626309.0,3,43205,2019-03-15 05:05:09
993,4118,1552626312.0,3,43206,2019-03-15 05:05:12
1735,4118,1552626316.0,3,43207,2019-03-15 05:05:16
2599,14806,1552626318.0,3,43208,2019-03-15 05:05:18
1971,14807,1552626329.0,0,43209,2019-03-15 05:05:29
2600,4118,1552626341.0,3,43210,2019-03-15 05:05:41
1342,14808,1552626352.0,0,43211,2019-03-15 05:05:52
1335,10316,1552626352.0,0,43212,2019-03-15 05:05:52
1983,14809,1552626352.0,0,43213,2019-03-15 05:05:52
146,14810,1552626357.0,3,43214,2019-03-15 05:05:57
42,12087,1552626382.0,0,43215,2019-03-15 05:06:22
2489,4118,1552626390.0,3,43216,2019-03-15 05:06:30
553,14811,1552626392.0,3,43217,2019-03-15 05:06:32
1981,14812,1552626393.0,0,43218,2019-03-15 05:06:33
205,4254,1552626409.0,3,43219,2019-03-15 05:06:49
67,4143,1552626415.0,3,43220,2019-03-15 05:06:55
1972,14813,1552626436.0,0,43221,2019-03-15 05:07:16
1349,13437,1552626436.0,0,43222,2019-03-15 05:07:16
1337,12444,1552626436.0,0,43223,2019-03-15 05:07:16
199,4118,1552626448.0,3,43224,2019-03-15 05:07:28
1971,5271,1552626473.0,0,43225,2019-03-15 05:07:53
2023,4118,1552626486.0,3,43226,2019-03-15 05:08:06
1983,14814,1552626491.0,0,43227,2019-03-15 05:08:11
1342,14815,1552626491.0,0,43228,2019-03-15 05:08:11
1335,14816,1552626491.0,0,43229,2019-03-15 05:08:11
461,6243,1552626505.0,3,43230,2019-03-15 05:08:25
42,14817,1552626517.0,0,43231,2019-03-15 05:08:37
2056,4118,1552626520.0,3,43232,2019-03-15 05:08:40
2489,4118,1552626524.0,3,43233,2019-03-15 05:08:44
2228,4118,1552626525.0,3,43234,2019-03-15 05:08:45
2591,4118,1552626530.0,3,43235,2019-03-15 05:08:50
129,14818,1552626533.0,3,43236,2019-03-15 05:08:53
67,4143,1552626533.0,3,43237,2019-03-15 05:08:53
1981,7682,1552626541.0,0,43238,2019-03-15 05:09:01
268,4118,1552626544.0,3,43239,2019-03-15 05:09:04
1337,14819,1552626587.0,0,43240,2019-03-15 05:09:47
1349,14820,1552626587.0,0,43241,2019-03-15 05:09:47
1972,8835,1552626587.0,0,43242,2019-03-15 05:09:47
18,4118,1552626590.0,3,43243,2019-03-15 05:09:50
129,14818,1552626628.0,3,43244,2019-03-15 05:10:28
129,14818,1552626629.0,3,43245,2019-03-15 05:10:29
1971,14821,1552626635.0,0,43246,2019-03-15 05:10:35
1335,14822,1552626662.0,0,43247,2019-03-15 05:11:02
1983,10740,1552626662.0,0,43248,2019-03-15 05:11:02
1342,14349,1552626673.0,0,43249,2019-03-15 05:11:13
77,4145,1552626673.0,3,43250,2019-03-15 05:11:13
205,4254,1552626693.0,3,43251,2019-03-15 05:11:33
2489,4118,1552626703.0,3,43252,2019-03-15 05:11:43
1981,6280,1552626712.0,0,43253,2019-03-15 05:11:52
993,4118,1552626738.0,3,43254,2019-03-15 05:12:18
1337,12040,1552626761.0,0,43255,2019-03-15 05:12:41
1972,14823,1552626761.0,0,43256,2019-03-15 05:12:41
2601,4118,1552626786.0,3,43257,2019-03-15 05:13:06
1971,14824,1552626799.0,0,43258,2019-03-15 05:13:19
1983,9012,1552626816.0,0,43259,2019-03-15 05:13:36
18,4118,1552626830.0,3,43260,2019-03-15 05:13:50
993,4118,1552626831.0,3,43261,2019-03-15 05:13:51
581,4118,1552626835.0,3,43262,2019-03-15 05:13:55
2489,4118,1552626840.0,3,43263,2019-03-15 05:14:00
2591,4118,1552626866.0,3,43264,2019-03-15 05:14:26
994,4118,1552626890.0,3,43265,2019-03-15 05:14:50
2456,14825,1552626910.0,3,43266,2019-03-15 05:15:10
42,14826,1552626917.0,0,43267,2019-03-15 05:15:17
1335,14827,1552626917.0,0,43268,2019-03-15 05:15:17
268,4118,1552626919.0,3,43269,2019-03-15 05:15:19
1981,7635,1552626930.0,0,43270,2019-03-15 05:15:30
165,4118,1552626934.0,3,43271,2019-03-15 05:15:34
553,14793,1552626978.0,3,43272,2019-03-15 05:16:18
1972,14828,1552626982.0,0,43273,2019-03-15 05:16:22
1337,14829,1552626993.0,0,43274,2019-03-15 05:16:33
52,13269,1552627003.0,3,43275,2019-03-15 05:16:43
1971,14830,1552627006.0,0,43276,2019-03-15 05:16:46
553,14831,1552627008.0,3,43277,2019-03-15 05:16:48
2170,4118,1552627009.0,3,43278,2019-03-15 05:16:49
67,4143,1552627011.0,3,43279,2019-03-15 05:16:51
2446,4118,1552627026.0,3,43280,2019-03-15 05:17:06
1983,14832,1552627031.0,0,43281,2019-03-15 05:17:11
42,14833,1552627059.0,0,43282,2019-03-15 05:17:39
1335,14834,1552627059.0,0,43283,2019-03-15 05:17:39
1981,14835,1552627072.0,0,43284,2019-03-15 05:17:52
2446,4118,1552627102.0,3,43285,2019-03-15 05:18:22
2427,4118,1552627109.0,3,43286,2019-03-15 05:18:29
1972,9228,1552627109.0,0,43287,2019-03-15 05:18:29
67,4143,1552627115.0,3,43288,2019-03-15 05:18:35
2602,4118,1552627126.0,3,43289,2019-03-15 05:18:46
2427,4118,1552627128.0,3,43290,2019-03-15 05:18:48
2219,4118,1552627130.0,3,43291,2019-03-15 05:18:50
18,4118,1552627131.0,3,43292,2019-03-15 05:18:51
1337,14836,1552627136.0,0,43293,2019-03-15 05:18:56
1512,4118,1552627141.0,3,43294,2019-03-15 05:19:01
2591,4118,1552627150.0,3,43295,2019-03-15 05:19:10
1971,14837,1552627150.0,0,43296,2019-03-15 05:19:10
1270,4118,1552627153.0,3,43297,2019-03-15 05:19:13
1983,14838,1552627172.0,0,43298,2019-03-15 05:19:32
1932,4118,1552627179.0,3,43299,2019-03-15 05:19:39
2223,4118,1552627197.0,3,43300,2019-03-15 05:19:57
445,4118,1552627197.0,3,43301,2019-03-15 05:19:57
42,14839,1552627197.0,0,43302,2019-03-15 05:19:57
1335,14840,1552627197.0,0,43303,2019-03-15 05:19:57
1981,14841,1552627209.0,0,43304,2019-03-15 05:20:09
2463,4118,1552627214.0,3,43305,2019-03-15 05:20:14
2603,4118,1552627219.0,3,43306,2019-03-15 05:20:19
2424,4118,1552627238.0,3,43307,2019-03-15 05:20:38
1972,11745,1552627259.0,0,43308,2019-03-15 05:20:59
1126,4118,1552627262.0,3,43309,2019-03-15 05:21:02
