metric,n,mean_cat_dyrep,mean_BiTA-cat,mean_diff,ci95_lo,ci95_hi,cohens_dz,t,p_ttest,W,p_wilcoxon,p_ttest_holm,sig
test_auc,10,0.9469069849981018,0.9535251605750107,0.006618175576908747,-0.004221986855553837,0.01745833800937133,0.4367423120607747,1.3811004566800749,0.20057166253102646,17.0,0.322265625,0.8022866501241058,
test_ap,10,0.9441144230481129,0.9533324171574741,0.009217994109361327,-7.026285703010636e-05,0.01850625107575276,0.7099454471585768,2.2450446274878177,0.051417832190621224,9.0,0.064453125,0.25708916095310613,
test_auc_historical,10,0.8923230698609161,0.8826420466309972,-0.00968102322991885,-0.02609671761409204,0.006734671154254341,-0.42187595981695597,-1.334088923091253,0.21494627438224076,18.0,0.375,0.8022866501241058,
test_link_mrr,10,0.4926970262080431,0.5151012450456619,0.02240421883761883,-0.15624380540339225,0.20105224307862993,0.08971278992006601,0.2836967513956037,0.7830609517626501,26.0,0.921875,1.0,
test_link_hits1,10,0.46324719648951723,0.421891760117016,-0.04135543637250123,-0.2367068453289675,0.15399597258396505,-0.15143938385973907,-0.4788933804493167,0.6434351219250445,20.0,0.4921875,1.0,
