metric,n,mean_Transformer,mean_BiTA,mean_diff,ci95_lo,ci95_hi,cohens_dz,t,p_ttest,W,p_wilcoxon,p_ttest_holm,sig
test_auc_historical,25,0.8576824572618129,0.8732975739795621,0.015615116717749098,-0.002803869071141319,0.03403410250663952,0.34994344751440887,1.749717237572044,0.09294486036619193,84.0,0.034173786640167236,0.18588972073238386,
test_auc,25,0.9371127722358266,0.9467514025694378,0.009638630333611418,-0.005838619873022187,0.025115880540245022,0.25706317357431585,1.2853158678715793,0.21094728290345494,97.0,0.0801958441734314,0.21094728290345494,
test_ap,25,0.9308885520821668,0.9458993904845944,0.015010838402427548,-0.0007153643358998665,0.030737041140754963,0.3940029046184858,1.970014523092429,0.060480887062605106,97.0,0.0801958441734314,0.18144266118781532,
