metric,n,mean_dyrep,mean_BiTA,mean_diff,ci95_lo,ci95_hi,cohens_dz,t,p_ttest,W,p_wilcoxon,p_ttest_holm,sig
test_link_mrr,10,0.42051063030958175,0.4573462039232254,0.03683557361364365,-0.16773694594696392,0.24140809317425121,0.12880802380744025,0.4073267361367051,0.6932859529030418,18.0,0.65234375,1.0,
test_link_hits1,10,0.3389078498293515,0.3466796684544125,0.007771818625060947,-0.20833741819010898,0.2238810554402309,0.025725990278442936,0.081352724343229,0.9369418827883895,21.0,0.91015625,1.0,
test_link_hits3,10,0.4411799122379326,0.5008191126279863,0.05963920039005368,-0.14550757881610824,0.2647859795962156,0.20796482416484263,0.657642517557327,0.5272279024960835,20.0,0.8203125,1.0,
test_category_accuracy,10,0.8266601657727938,0.8392296440760605,0.012569478303266763,-0.10163596295776307,0.1267749195642966,0.07873235293700952,0.24897356082519748,0.8089699746801581,18.0,0.65234375,1.0,
test_f1_macro,10,0.800824360720463,0.8281336836832536,0.027309322962790504,-0.05033776463638157,0.10495641056196259,0.2515987834555143,0.7956252122469144,0.4467255272600884,20.0,0.8203125,1.0,
