metric,gain_A,gain_B,interaction,ci95_lo,ci95_hi,dz,p_ttest,p_wilcoxon
test_auc,0.021012329907210137,0.007255464447424409,0.013756865459785727,-0.00607343212567938,0.033587163045250834,0.4962642980395902,0.15101816520547134,0.193359375
test_ap,0.020401001887789615,0.013053467938775942,0.007347533949013674,-0.008540188676721149,0.023235256574748495,0.330828355712041,0.3227647390811837,0.431640625
test_auc_historical,0.02942358307811941,0.002233969896360588,0.02718961318175882,0.013051470228885555,0.04132775613463209,1.3757307183182321,0.0018490603957849155,0.001953125
test_link_mrr,0.05775504112243651,0.09121707379817964,-0.033462032675743124,-0.09941841964297898,0.03249435429149274,-0.362926128356604,0.2806946097617368,0.4921875
