metric,n,mean_TGN-Last,mean_BiTA,mean_diff,ci95_lo,ci95_hi,cohens_dz,t,p_ttest,W,p_wilcoxon,p_ttest_holm,sig
test_auc_historical,12,0.8518447609681387,0.870214627756075,0.01836986678793634,-0.01732784439585456,0.05406757797172724,0.32695811945098346,1.1326161496725549,0.28146005053046474,19.0,0.12939453125,0.8443801515913942,
test_auc,12,0.9424492501982796,0.942385657684197,-6.359251408284232e-05,-0.02691195640489216,0.026784771376726472,-0.0015049243206665605,-0.005213210769881121,0.9959338224892433,28.0,0.423828125,1.0,
test_ap,12,0.942347012621325,0.9445018788287461,0.0021548662074212244,-0.01943611589883673,0.02374584831367918,0.06341243125071891,0.2196671055154272,0.8301536209912114,27.0,0.38037109375,1.0,
