metric,n,mean_BiGRU,mean_BiTA,mean_diff,ci95_lo,ci95_hi,cohens_dz,t,p_ttest,W,p_wilcoxon,p_ttest_holm,sig
test_auc_historical,25,0.8588161337859236,0.8732975739795621,0.01448144019363852,-0.0034770308167036447,0.03243991120398068,0.3328593349482857,1.6642966747414285,0.10905701928786746,96.0,0.07547956705093384,0.32717105786360234,
test_auc,25,0.9490397943612908,0.9467514025694378,-0.002288391791852846,-0.015042686386060754,0.010465902802355062,-0.07406146208652452,-0.3703073104326225,0.7144015986489711,153.0,0.8119303584098816,1.0,
test_ap,25,0.9477789799515781,0.9458993904845944,-0.0018795894669837532,-0.013103055338994918,0.009343876405027412,-0.06912805797419534,-0.3456402898709767,0.7326244226585608,161.0,0.978915274143219,1.0,
