metric,n,mean_tgn_attn,mean_BiTA,mean_diff,ci95_lo,ci95_hi,cohens_dz,t,p_ttest,W,p_wilcoxon,p_ttest_holm,sig
test_auc,10,0.9360056292479368,0.9325128306678006,-0.0034927985801363913,-0.027183055131641917,0.020197457971369133,-0.105469418620809,-0.3335235863355312,0.7463781429837691,23.0,0.6953125,1.0,
test_ap,10,0.9318100208604184,0.9329314152696846,0.0011213944092662187,-0.01782494344844753,0.020067732266979967,0.04234049033696924,0.13389238671317297,0.8964338918128772,24.0,0.76953125,1.0,
test_auc_historical,10,0.8532310799146389,0.8532184635528779,-1.2616361760975359e-05,-0.03083137439550252,0.03080614167198057,-0.00029284767102090247,-0.0009260656479017389,0.9992813085155531,22.0,1.0,1.0,
