DetectTime,FlowCount,SourceIP,TargetIP,Category,Proto,Port
2019-03-15 00:44:25+00:00,863.0,224.177.31.162,12.125.12.13,Availability.DDoS,udp,OtherPort
2019-03-15 01:44:40+01:00,17550.0,231.58.140.214,143.166.233.1,Anomaly.Traffic,tcp,5056.0
2019-03-15 01:34:12+01:00,4.0,185.192.58.9,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:34:38+01:00,5.0,71.48.17.48,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:36:09+01:00,4.0,153.110.171.214,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:34:51+01:00,4.0,99.61.207.93,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:35:08+01:00,17.0,78.234.46.182,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:35:11+01:00,6.0,184.110.242.192,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:34:43+01:00,6.0,185.84.109.191,142.252.32.63,Recon.Scanning,udp,OtherPort
2019-03-15 01:36:51+01:00,8.0,231.248.103.13,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:33:53+01:00,4.0,185.185.131.198,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:33:55+01:00,8.0,78.234.46.42,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:37:08+01:00,6.0,71.48.17.50,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:35:48+01:00,8.0,71.48.17.98,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:35:49+01:00,4.0,224.104.49.165,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:34:18+01:00,5.0,171.200.32.147,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:33:39+01:00,4.0,39.165.226.217,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:34:19+01:00,5.0,229.229.64.84,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:33:36+01:00,11.0,78.234.46.182,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:34:06+01:00,4.0,184.110.242.219,142.252.32.63,Recon.Scanning,tcp,OtherPort
2019-03-15 01:45:19+01:00,12035.0,185.15.52.66,143.166.205.19,Anomaly.Traffic,tcp,5503.0
2019-03-15 01:45:33+01:00,20675.0,42.147.249.97,143.166.111.254,Anomaly.Traffic,tcp,3946.0
2019-03-15 01:45:33+01:00,9008.0,42.147.230.217,143.166.125.82,Anomaly.Traffic,tcp,4452.0
2019-03-15 01:46:34+01:00,15011.0,185.15.55.189,143.166.246.21,Anomaly.Traffic,tcp,5853.0
2019-03-15 01:46:23+01:00,8006.0,69.255.83.38,142.229.116.89,Anomaly.Traffic,tcp,3385.0
2019-03-15 01:46:47+01:00,4658.0,67.205.216.43,143.166.101.204,Anomaly.Traffic,tcp,20008.0
2019-03-15 01:47:01+01:00,10666.0,77.123.201.7,143.166.110.34,Anomaly.Traffic,tcp,3501.0
2019-03-15 01:47:01+01:00,9268.0,42.147.225.111,143.166.102.113,Anomaly.Traffic,tcp,3654.0
2019-03-15 01:47:01+01:00,11352.0,231.35.140.51,143.166.231.167,Anomaly.Traffic,tcp,4727.0
